Model,Train_RMSE,Train_MAE,Train_R2,Test_RMSE,Test_MAE,Test_R2
SVR,2.1418077265978606,1.4098904763123608,0.7630581525142639,2.0807128175007725,1.4386449045568157,0.7813928746267702
