Region,Year,Month,SoilTemperature-10,SoilTemperature-30,SoilTemperature-50,Rainfall,Temperature,Min Temperature,Max Temperature,Humidity,Sunshine,Wind Speed,Surface Pressure,Solar Radiation,SoilTemp30_SMA
5,2022,5,31.63,31.56,31.06,176.0,29.21,24.3,34.12,73.9,6.17,2.62,100059.26,242.22,28.2775
5,2022,6,32.3,32.29,31.78,70.0,30.62,26.27,34.96,68.8,3.53,3.28,99905.94,219.51,28.31416666666667
5,2022,7,33.86,33.72,33.01,85.0,31.7,27.06,35.988000000000014,75.26,7.06,3.03,99985.01,196.62,28.459999999999997
5,2022,8,31.57,31.71,31.4,308.0,30.71,26.67,34.75,80.87,6.17,3.11,99991.28,210.64,28.44333333333333
5,2022,9,31.02,31.53,31.32,259.0,30.08,26.13,34.02,82.27,4.89,2.11,100309.49,192.16,28.410833333333333
5,2022,10,29.93,30.6,30.51,56.0,28.47,23.78,33.15,81.77,7.89,2.09,100793.8,173.96,28.374166666666667
5,2022,11,25.19,26.15,26.44,0.0,23.71,17.03,30.38,84.1,8.06,2.02,101062.58,183.94,28.411666666666665
5,2022,12,21.03,22.33,22.78,1.0,20.16,13.56,26.77,86.23,5.38,2.02,101147.33,187.07,28.382499999999997
7,2001,1,17.33,19.99,19.6,5.0,15.91,10.05,23.95,78.23,7.15,2.19,101277.11,171.44,28.371666666666666
7,2001,2,20.71,22.11,20.8,0.0,19.97,13.93,28.07,75.46,6.03,1.88,101036.7,194.44,28.485
7,2001,3,25.52,26.33,24.52,21.0,24.25,17.7,32.39,65.77,8.04,2.07,100872.3,212.7,28.388333333333332
7,2001,4,28.89,29.48,28.09,153.0,27.76,23.02,34.0,73.17,8.3525,2.48,100630.54,253.16,28.150000000000002
7,2001,5,28.46,29.23,28.18,361.0,27.44,23.19,32.01,82.35,6.47,2.37,100221.73,252.37,27.955833333333334
7,2001,6,29.13,30.04,28.95,302.0,28.73,25.34,32.11,82.0,5.15,3.34,99907.41,172.91,27.76833333333333
7,2001,7,30.25,30.98,30.15,268.0,29.04,26.14,32.35,82.65,5.57,3.34,99959.68,146.2475,27.540000000000003
7,2001,8,30.86,31.69,30.67,136.0,29.35,26.56,32.97,82.71,5.12,2.73,100113.11,170.31,27.53833333333333
7,2001,9,30.35,31.26,30.48,189.0,28.45,25.92,32.18,84.8,4.97,1.95,100485.66,180.83,27.515833333333333
7,2001,10,29.05,30.42,29.55,93.0,27.19,24.11,32.21,84.39,5.88,1.58,100867.32,167.22,27.500833333333333
7,2001,11,25.47,27.32,26.88,44.0,23.63,19.85,29.54,83.87,6.1,1.4875,101296.66,165.98,27.598333333333333
7,2001,12,19.89,22.49,22.51,0.0,18.19,13.15,25.65,83.94,6.89,1.89,101592.13,159.07,27.611666666666668
7,2002,1,18.63,20.82,20.43,12.0,17.79,12.52,25.42,79.87,7.75,1.83,101462.85,177.35,27.680833333333336
7,2002,2,20.32,22.2,21.88,3.0,20.08,13.73,28.05,72.82,8.3525,2.09,101437.94,176.25,27.688333333333333
7,2002,3,24.57,25.64,24.43,177.0,24.33,18.23,31.51,70.32,8.15,2.1,100939.13,223.75,27.63083333333333
7,2002,4,27.51,28.46,27.29,125.0,26.86,22.08,31.98,77.43,8.07,2.73,100652.88,237.19,27.545833333333334
7,2002,5,28.83,29.76,28.74,259.0,27.3,23.63,32.15,81.52,5.99,2.84,100188.9,206.27,27.59
7,2002,6,28.81,29.83,28.77,229.0,28.15,25.54,32.23,84.5,3.62,3.02,100066.58,170.99,27.5725
7,2002,7,29.31,30.14,29.05,459.25,28.22,25.84,31.45,87.1,3.01,2.95,99917.04,146.2475,27.502499999999998
7,2002,8,29.93,30.77,29.72,335.0,28.5,26.14,31.99,85.42,4.36,2.89,100119.98,146.2475,27.425833333333333
7,2002,9,30.54,31.44,30.41,204.0,28.56,25.66,32.93,82.5,6.1,2.32,100552.88,157.58,27.440833333333334
7,2002,10,28.15,29.65,29.03,99.0,26.58,23.03,31.99,82.03,7.86,1.4875,100948.33,176.6,27.376666666666665
7,2002,11,23.8,25.94,25.76,89.0,23.08,18.54,29.39,81.48,8.04,1.75,101173.63,181.95,27.261666666666667
7,2002,12,19.95,22.58,22.53,0.0,18.93,14.21,25.74,83.26,6.62,1.77,101409.04,165.04,27.269166666666667
7,2003,1,16.1,19.04,19.1,0.0,14.31,9.43,22.623,84.55,4.93,2.09,101591.7,166.23,27.120833333333334
7,2003,2,20.07,21.87,21.02,14.0,20.33,14.64,27.33,75.54,7.76,1.93,101332.74,185.92,27.093333333333334
7,2003,3,28.55,28.87,27.47,91.0,28.05,25.56,32.13,76.33,8.03,1.96,101033.87,203.99,27.3625
7,2003,4,24.9,30.15,26.76,361.0,28.47,17.92,29.73,78.42,7.59,2.49,100666.6,221.19,27.50333333333333
7,2003,5,25.63,30.81,26.99,217.0,29.35,23.15,33.96,81.84,5.36,2.75,100294.9,224.87,27.590833333333332
7,2003,6,30.24,31.06,29.31,179.0,29.29,14.18,25.96,82.48,6.16,3.25,99886.4,235.73,27.69333333333333
7,2003,7,30.58,30.45,29.44,182.0,28.3,23.43,33.96,85.93,4.35,3.32,100150.07,146.2475,27.719166666666666
7,2003,8,28.96,28.99,28.1,287.0,27.12,26.56,32.79,85.55,5.2,3.08,100162.47,168.8,27.57083333333333
7,2003,9,24.92,25.75,25.54,0.0,22.69,26.47,32.98,79.17,8.23,2.24,100443.35,178.06,27.096666666666664
7,2003,10,21.05,22.15,22.1,22.0,19.04,25.87,31.95,82.42,6.53,1.66,100950.3,161.74,26.471666666666668
7,2003,11,25.27,30.26,26.81,299.0,28.38,24.22,31.3,84.33,4.26,1.74,101307.75,162.61,26.831666666666667
7,2003,12,23.31,24.66,23.65,144.0,23.27,17.95,29.72,73.52,8.27,1.87,101517.03,188.1,27.004999999999995
7,2004,1,19.05,20.13,20.13,10.0,16.3,11.64,22.66,83.48,5.49,2.0,101439.14,155.14,27.09583333333333
7,2004,2,20.77,21.44,20.61,0.0,19.99,13.44,27.86,72.45,8.3525,2.01,101238.7,179.71,27.060000000000002
7,2004,3,26.39,26.09,24.7,6.0,26.09,20.54,32.81,69.74,8.02,2.8,100798.92,216.95,26.828333333333333
7,2004,4,28.76,28.68,27.37,94.0,27.43,23.0,32.99,76.43,7.08,2.85,100567.31,241.62,26.705833333333334
7,2004,5,31.27,30.91,29.37,147.0,29.7,25.02,35.32,73.13,7.55,2.9,100173.57,197.35,26.714166666666667
7,2004,6,29.66,29.62,28.61,455.0,28.01,24.87,32.57,84.83,3.56,2.65,100072.95,229.62,26.594166666666666
7,2004,7,30.24,30.06,28.92,306.0,28.43,25.86,31.83,85.03,3.7,3.34,100079.4,155.06,26.561666666666667
7,2004,8,31.3,31.0,29.81,307.0,29.16,26.36,32.89,82.58,6.57,3.34,100030.04,146.2475,26.729166666666668
7,2004,9,29.21,29.3,28.44,459.25,27.45,25.24,31.06,87.1,3.01,2.97,100540.58,167.64,27.025000000000002
7,2004,10,28.15,28.33,27.56,202.0,26.13,22.73,31.06,83.35,7.07,1.88,101120.69,146.2475,27.539999999999996
7,2004,11,23.99,25.03,24.96,0.0,22.28,17.15,29.34,79.47,8.15,1.59,101329.5,183.91,27.104166666666668
7,2004,12,20.84,22.47,22.45,0.0,19.46,14.21,26.74,80.65,6.97,1.69,101419.76,185.85,26.921666666666667
7,2005,1,18.97,20.05,19.88,4.0,17.05,11.75,23.85,80.58,5.77,2.03,101412.77,158.31,26.915000000000003
7,2005,2,22.48,22.57,21.71,8.0,21.49,15.84,28.2,72.36,8.3525,2.34,101206.83,173.04,27.009166666666662
7,2005,3,26.93,26.52,25.2,42.0,25.72,20.57,32.08,71.68,7.28,2.32,100931.63,211.34,27.045
7,2005,4,30.09,29.41,28.09,59.0,28.15,22.77,34.29,73.37,8.29,2.45,100809.67,231.39,27.105833333333333
7,2005,5,30.08,29.65,28.45,233.0,27.69,23.13,33.15,78.23,5.01,2.69,100368.44,253.16,27.000833333333333
7,2005,6,31.65,31.36,30.08,134.0,29.8,26.31,34.55,79.33,3.49,3.19,99885.82,201.87,27.145833333333332
7,2005,7,30.59,30.14,29.15,332.0,28.47,25.93,32.04,85.13,3.68,3.34,100073.63,191.73,27.152500000000003
7,2005,8,31.28,30.98,29.84,264.0,28.85,26.18,32.7,85.97,3.74,2.64,100033.82,166.87,27.150833333333335
7,2005,9,30.92,30.72,29.63,378.0,28.85,25.92,33.28,85.3,4.81,1.89,100473.99,169.05,27.269166666666667
7,2005,10,28.93,28.99,28.25,459.25,26.25,23.6,30.45,86.97,4.43,1.82,100973.9,175.1,27.324166666666667
7,2005,11,25.4,26.05,25.69,4.0,22.6,18.29,29.3,82.57,7.45,1.72,101193.52,148.22,27.409166666666664
7,2005,12,21.12,22.16,22.09,0.0,19.09,13.59,27.13,79.58,8.21,1.98,101310.21,183.42,27.383333333333336
7,2006,1,19.2,20.26,20.08,0.0,16.9,11.5,24.48,80.52,6.63,2.1,101350.85,176.42,27.400833333333335
7,2006,2,23.54,23.33,22.2,0.0,23.02,17.41,30.38,75.71,7.63,2.06,101079.91,193.9,27.464166666666667
7,2006,3,27.52,27.2,25.65,0.0,25.38,19.06,32.83,64.03,8.3525,2.18,100853.36,216.95,27.520833333333332
7,2006,4,29.86,29.38,27.81,96.0,27.38,22.33,33.37,76.57,7.48,2.57,100574.14,253.16,27.518333333333334
7,2006,5,30.69,30.48,29.25,245.0,28.31,24.09,33.86,78.0,6.81,2.31,100370.38,233.84,27.587500000000002
7,2006,6,30.79,30.34,29.14,339.0,28.54,25.75,32.75,86.43,3.01,2.71,100110.22,206.88,27.5025
7,2006,7,31.51,30.95,29.68,250.0,29.02,26.42,32.69,84.23,4.59,3.33,99913.41,189.9,27.569999999999997
7,2006,8,31.75,31.18,30.0,169.0,28.86,25.9,32.98,83.19,5.76,3.13,100135.7,167.26,27.58666666666667
7,2006,9,30.27,30.01,29.09,369.0,28.22,25.51,32.36,85.33,5.31,2.47,100525.01,184.82,27.5275
7,2006,10,29.68,29.74,28.73,56.0,27.16,23.68,32.9,82.97,6.69,1.4875,101024.81,178.23,27.590000000000003
7,2006,11,25.64,26.46,26.3,0.0,22.95,18.81,29.43,80.6,6.18,1.78,101223.89,194.27,27.624166666666667
7,2006,12,20.7,21.95,21.85,0.0,19.0,13.46,26.44,80.26,6.8,1.74,101436.27,171.76,27.606666666666666
7,2007,1,19.6,20.44,19.95,0.0,15.96,10.05,23.89,80.65,6.78,2.0,101524.39,170.04,27.621666666666666
7,2007,2,21.4,22.05,21.24,48.0,19.66,15.05,25.78,78.89,5.9,1.67,101309.61,194.71,27.515
7,2007,3,24.98,25.17,24.05,24.0,23.16,12.94,25.61,76.45,8.3,1.83,100979.54,182.59,27.345833333333335
7,2007,4,28.97,28.68,27.26,60.0,27.42,17.13,30.29,73.8,7.2,2.88,100669.32,253.16,27.287499999999998
7,2007,5,30.22,29.93,28.36,67.0,29.42,22.68,33.33,72.97,7.64,2.36,100283.21,233.65,27.24166666666667
7,2007,6,29.93,29.92,28.65,459.25,28.37,18.98,29.63,80.7,4.9,3.34,100035.39,237.12,27.206666666666663
7,2007,7,30.2,30.06,28.84,459.25,28.23,24.86,35.11,83.9,3.37,3.34,99959.38,152.65,27.132499999999997
7,2007,8,30.27,30.24,28.91,274.0,29.06,25.38,32.7,82.03,4.93,2.65,100041.08,146.2475,27.054166666666664
7,2007,9,30.43,30.15,28.71,254.0,28.69,25.72,31.93,65.87,3.75,2.47,100293.71,182.17,27.065833333333334
7,2007,10,28.9,28.81,27.56,173.0,27.02,26.62,32.6,69.74,6.97,1.4875,100771.63,146.2475,26.988333333333333
7,2007,11,25.37,25.7,24.65,89.0,23.36,26.07,32.72,71.33,7.83,1.85,101148.12,171.0,26.925
7,2007,12,20.26,20.93,20.58,0.0,18.18,23.48,31.95,78.32,6.0,1.84,101323.32,165.8,26.840000000000003
7,2008,1,18.95,19.53,19.65,16.0,17.32,12.51,24.03,81.48,5.6,1.98,101292.67,173.16,26.764166666666668
7,2008,2,21.18,21.23,20.81,61.0,18.21,12.89,24.96,82.76,6.9,1.82,101281.98,168.63,26.695833333333336
7,2008,3,27.6,26.89,25.49,55.0,25.02,20.14,31.03,86.19,6.62,2.12,100787.17,211.13,26.839166666666667
7,2008,4,31.0,30.28,28.72,12.0,28.09,23.22,34.0,78.33,8.3525,2.52,100519.78,232.52,26.972499999999997
7,2008,5,30.78,30.39,29.43,239.0,28.56,23.93,34.35,70.19,7.71,2.31,100185.3,253.16,27.010833333333334
7,2008,6,29.82,29.62,28.95,241.0,28.42,25.71,32.57,70.27,4.4,3.21,99977.62,220.78,26.985833333333336
7,2008,7,30.76,30.18,29.29,459.25,28.25,25.85,31.68,82.42,3.25,3.07,99959.0,146.2475,26.995833333333337
7,2008,8,30.3,29.96,29.33,242.0,28.8,26.4,32.32,85.81,3.88,3.01,100117.72,149.08,26.9725
7,2008,9,30.19,29.9,29.25,114.0,28.95,26.17,33.0,83.57,6.14,2.16,100391.57,161.13,26.951666666666664
7,2008,10,27.3,27.53,27.38,365.0,26.31,22.96,31.31,86.9,6.41,1.92,100880.87,168.13,26.845000000000002
7,2008,11,23.54,24.06,23.98,0.0,22.5,17.41,29.57,85.7,8.3525,1.53,101170.89,174.48,26.708333333333332
7,2008,12,20.3,20.98,21.44,0.0,19.67,15.86,25.33,84.1,3.15,1.4875,101326.53,188.36,26.712499999999995
7,2009,1,20.23,20.54,20.39,0.0,17.67,12.89,24.51,73.13,3.44,1.74,101426.82,146.2475,26.796666666666667
7,2009,2,24.49,23.86,22.69,0.0,20.71,14.18,28.88,79.54,8.17,2.33,101042.72,178.13,27.015833333333333
7,2009,3,27.75,27.06,25.78,0.0,24.95,18.79,32.49,83.97,7.19,2.16,100862.68,230.05,27.03
7,2009,4,30.67,30.0,28.87,60.0,28.97,23.98,35.35,81.93,7.75,2.78,100480.13,252.23,27.00666666666667
7,2009,5,30.35,30.0,29.08,217.0,28.26,23.78,33.74,85.26,6.53,2.52,100282.88,253.16,26.974166666666665
7,2009,6,26.68,26.68,26.09,178.0,29.76,25.42,35.12,84.73,7.08,3.12,99926.69,209.53,26.729166666666668
7,2009,7,30.34,30.25,28.88,251.0,29.11,26.15,33.15,84.23,5.23,3.31,99885.61,200.83,26.735
7,2009,8,30.35,30.17,28.82,384.0,28.64,25.87,32.94,80.0,3.49,2.59,100197.58,175.0,26.752499999999998
7,2009,9,30.25,30.17,28.83,221.0,28.71,26.0,33.16,82.6,4.25,2.43,100370.78,147.21,26.775000000000002
7,2009,10,28.62,28.59,27.46,80.0,27.16,23.49,32.81,85.94,6.92,1.87,100795.96,162.8,26.863333333333333
7,2009,11,24.99,25.35,24.51,0.0,23.33,18.85,30.13,85.23,6.56,1.65,101156.07,179.4,26.97083333333333
7,2009,12,20.3,21.0,20.39,0.0,18.11,12.9,25.79,85.06,4.38,1.65,101394.59,174.51,26.9725
7,2010,1,19.42,19.75,19.28,0.0,15.55,10.38,23.16,85.0,4.97,2.14,101483.04,170.96,26.906666666666666
7,2010,2,23.85,23.29,22.01,3.0,19.9,13.53,28.03,75.14,7.61,1.98,101204.88,192.58,26.859166666666667
7,2010,3,29.19,28.24,26.51,23.0,26.61,20.34,34.38,70.13,8.08,2.78,100783.76,217.68,26.9575
7,2010,4,31.14,30.61,29.13,92.0,29.62,24.7,35.21,74.1,7.83,3.34,100487.82,253.16,27.00833333333333
7,2010,5,30.89,30.43,29.27,317.0,29.15,24.64,34.62,76.03,6.98,3.15,100235.59,242.4,27.044166666666666
7,2010,6,30.87,30.42,29.27,320.0,28.94,25.68,33.44,79.83,3.9,3.31,100064.37,195.46,27.355833333333333
7,2010,7,31.54,30.93,29.61,246.0,29.34,26.3,33.35,86.52,4.91,3.24,100180.14,155.39,27.412499999999998
7,2010,8,27.48,27.43,26.56,208.0,29.14,26.43,33.24,86.84,4.58,2.58,100292.06,181.94,27.18416666666667
7,2010,9,29.94,29.86,28.63,157.0,28.59,25.99,32.89,84.27,4.36,2.23,100474.38,183.91,27.15833333333333
7,2010,10,29.32,29.35,28.13,319.0,27.67,24.26,32.7,82.0,6.2,1.69,100629.49,163.07,27.221666666666664
7,2010,11,25.65,25.99,25.12,3.0,24.05,19.53,30.4,81.27,7.42,1.64,101088.73,171.71,27.275000000000002
7,2010,12,20.88,21.63,20.98,62.0,18.4,13.33,25.94,82.0,6.12,1.88,101081.23,166.41,27.3275
7,2011,1,18.76,19.44,19.16,3.0,15.35,10.09,22.74,82.87,5.15,1.91,101268.7,158.74,27.301666666666666
7,2011,2,22.95,22.73,21.54,0.0,20.18,14.09,28.09,74.25,7.13,1.99,101119.33,189.84,27.255
7,2011,3,26.58,26.08,24.96,48.0,24.83,19.25,31.72,66.68,8.1,2.61,100830.29,217.94,27.075
7,2011,4,29.18,28.49,27.44,68.0,26.64,21.7,33.3,70.2,7.66,1.92,100774.64,236.97,26.898333333333337
7,2011,5,30.49,29.85,28.7,194.0,27.93,23.35,33.4,74.13,6.53,2.51,100337.39,252.61,26.849999999999998
7,2011,6,30.24,29.92,29.15,269.0,29.08,25.98,33.33,78.37,4.98,3.2,99892.83,181.57,26.808333333333334
7,2011,7,30.75,30.46,29.63,297.0,28.79,26.24,32.67,85.41,4.22,2.82,100053.74,157.51,26.769166666666667
7,2011,8,30.69,30.22,29.3,459.25,28.26,26.16,31.51,83.9,3.2,2.94,100174.1,172.02,27.001666666666665
7,2011,9,30.78,30.36,29.49,173.0,28.82,26.14,32.94,85.37,5.96,2.81,100252.96,146.2475,27.043333333333333
7,2011,10,27.96,28.47,27.85,49.0,27.79,24.24,33.27,84.03,7.78,1.4875,100834.01,167.44,26.97
7,2011,11,24.17,24.93,24.48,0.0,22.53,17.68,29.59,79.93,6.87,1.67,101198.05,196.0,26.881666666666664
7,2011,12,20.49,21.47,21.33,0.0,17.67,13.56,24.0,80.58,4.58,1.77,101333.26,181.6,26.868333333333336
7,2012,1,19.36,20.21,19.75,10.0,17.03,12.25,23.86,83.42,5.38,1.9,101381.58,161.69,26.9325
7,2012,2,23.96,23.88,22.29,0.0,19.64,13.07,28.05,75.17,7.97,2.16,101064.72,156.2,27.028333333333332
7,2012,3,28.4,28.21,26.32,2.0,25.23,18.76,32.89,71.35,8.22,2.15,100824.66,225.2,27.205833333333334
7,2012,4,30.12,29.43,28.0,106.0,27.6,22.7,33.78,64.93,7.5,2.86,100570.19,253.16,27.284166666666664
7,2012,5,31.82,31.3,29.85,171.0,29.41,24.66,35.27,77.68,7.98,2.56,100206.45,229.24,27.405
7,2012,6,31.17,30.85,29.53,246.0,29.28,26.16,33.44,79.73,3.73,3.34,99713.83,247.25,27.4825
7,2012,7,31.56,31.1,29.7,241.0,28.86,26.3,32.77,82.26,4.43,3.34,99890.88,187.2,27.53583333333333
7,2012,8,31.64,31.05,29.78,203.0,28.92,26.35,32.52,84.29,5.12,2.74,100130.04,168.92,27.605
7,2012,9,30.83,30.51,29.43,320.0,28.7,26.01,32.77,83.4,4.42,2.48,100476.85,171.87,27.617499999999996
7,2012,10,27.82,28.18,27.49,75.0,26.96,23.18,32.17,83.52,6.93,1.8,100961.68,158.58,27.593333333333334
7,2012,11,22.74,23.67,23.45,94.0,22.11,17.68,28.57,80.87,6.81,1.72,101137.28,186.54,27.488333333333333
7,2012,12,19.24,20.4,20.18,1.0,16.96,13.05,22.9,78.0,3.75,1.79,101295.84,161.96,27.399166666666662
7,2013,1,18.97,19.55,18.82,0.0,15.55,9.79,23.7,84.61,5.15,2.03,101480.95,168.61,27.344166666666666
7,2013,2,22.77,22.86,21.35,13.0,20.22,14.1,28.09,79.0,7.07,2.31,101297.84,186.61,27.25916666666667
7,2013,3,28.64,27.93,25.66,3.0,25.58,19.21,32.83,70.55,7.83,2.11,100945.03,212.66,27.235833333333332
7,2013,4,29.57,29.29,27.65,48.0,28.1,22.83,34.46,65.3,6.53,2.49,100579.67,253.16,27.224166666666672
7,2013,5,30.32,29.87,28.17,282.0,27.82,24.13,32.17,67.16,3.89,3.34,100233.11,247.66,27.105
7,2013,6,32.26,31.53,29.72,220.0,29.71,26.24,34.38,78.13,4.81,2.51,99985.54,147.87,27.161666666666665
7,2013,7,31.91,31.28,29.63,122.0,29.26,26.38,33.3,86.58,4.74,3.34,99923.25,201.07,27.176666666666666
7,2013,8,30.82,30.35,28.98,237.0,28.58,26.0,32.55,83.42,3.89,2.88,100178.09,178.26,27.118333333333336
7,2013,9,30.78,30.31,28.9,117.0,28.97,25.91,33.34,81.53,4.55,2.02,100404.89,155.04,27.10166666666667
7,2013,10,28.22,28.37,27.33,128.0,26.75,23.34,31.49,82.9,4.77,1.77,100937.06,171.77,27.117500000000003
7,2013,11,23.31,24.02,23.46,0.0,22.13,16.06,30.31,77.77,8.3525,1.96,101238.29,151.89,27.146666666666665
7,2013,12,19.32,20.49,20.13,2.0,18.38,13.34,25.75,83.26,4.65,1.7,101369.67,194.94,27.15416666666667
7,2014,1,19.96,20.45,19.43,0.0,16.49,11.34,23.44,83.71,4.81,2.01,101603.72,165.2,27.229166666666668
7,2014,2,22.1,22.08,20.71,24.0,19.21,13.46,26.27,76.36,6.46,2.11,101234.51,180.83,27.16416666666667
7,2014,3,27.9,27.15,24.75,23.0,25.1,18.17,32.55,70.79,8.3525,2.18,101104.08,206.14,27.099166666666665
7,2014,4,31.08,30.47,28.11,47.0,29.42,23.02,35.988000000000014,72.47,8.3525,2.2,100695.9,253.16,27.197499999999994
7,2014,5,31.65,31.08,29.2,127.0,29.51,24.63,35.38,77.03,7.03,3.12,100410.48,253.16,27.298333333333336
7,2014,6,31.1,30.68,28.96,459.25,29.22,25.67,33.33,78.47,3.53,2.72,99865.15,240.41,27.227500000000003
7,2014,7,31.63,31.0,29.26,239.0,29.25,26.24,32.9,85.16,4.19,3.34,99940.59,162.41,27.20416666666667
7,2014,8,30.73,30.16,28.64,234.0,28.87,25.9,32.65,83.97,4.0,2.89,100184.98,171.02,27.188333333333333
7,2014,9,30.59,30.27,28.67,320.0,28.98,25.63,33.1,82.73,5.75,2.34,100484.46,154.1,27.185
7,2014,10,27.87,28.09,26.86,41.0,27.0,22.63,32.25,81.0,7.16,1.4875,101048.88,178.4,27.161666666666665
7,2014,11,23.07,23.77,23.3,0.0,22.8,17.06,30.13,78.07,6.16,1.66,101170.38,188.03,27.140833333333333
7,2014,12,20.05,20.73,20.32,0.0,17.62,12.7,24.11,81.0,3.52,1.7,101428.09,183.22,27.160833333333333
7,2015,1,19.54,19.94,19.33,0.0,17.34,11.91,24.21,78.61,5.2,1.99,101520.59,154.01,27.118333333333336
7,2015,2,24.32,23.71,22.35,8.0,20.97,14.69,27.99,79.25,6.51,1.91,101354.66,169.12,27.254166666666666
7,2015,3,27.65,26.92,25.55,14.0,24.74,18.08,31.83,69.16,8.3525,2.06,101197.92,205.54,27.235
7,2015,4,29.35,28.82,27.69,253.0,26.59,21.06,32.56,74.23,6.52,2.45,100812.92,246.59,27.0975
7,2015,5,31.1,30.56,29.59,158.0,29.06,23.48,34.06,72.84,6.83,2.59,100426.15,204.57,27.054166666666664
7,2015,6,30.52,30.15,29.29,459.25,28.96,25.23,32.9,79.67,4.19,3.34,100078.46,204.32,27.01
7,2015,7,30.39,29.82,29.03,408.0,28.73,25.23,32.47,82.45,3.51,2.95,99934.6,169.58,26.911666666666672
7,2015,8,30.61,30.07,29.28,318.0,28.99,25.85,32.61,83.26,3.01,2.88,100228.0,146.2475,26.90416666666667
7,2015,9,30.66,30.03,29.34,185.0,29.38,25.56,33.43,82.6,5.17,2.05,100498.45,153.13,26.88416666666667
7,2015,10,28.12,28.19,27.52,26.0,27.45,22.77,32.89,84.1,7.27,1.56,101035.7,171.26,26.8925
7,2015,11,24.54,24.77,23.99,0.0,23.79,18.04,30.46,77.77,7.38,1.55,101275.84,189.53,26.975833333333338
7,2015,12,20.53,21.0,20.35,3.0,18.72,13.34,25.35,71.32,3.64,1.69,101509.64,175.38,26.998333333333335
7,2016,1,20.15,20.29,18.99,8.0,17.27,11.25,24.47,72.61,4.93,1.74,101516.65,149.82,27.0275
7,2016,2,25.61,24.78,22.66,15.0,22.52,16.53,29.26,76.83,6.14,1.79,101361.26,167.97,27.11666666666667
7,2016,3,27.37,26.76,24.68,26.0,25.96,19.9,32.86,80.39,6.33,2.21,101053.11,202.22,27.103333333333335
7,2016,4,31.08,30.27,28.07,45.0,30.09,24.84,35.49,72.87,6.51,3.34,100453.63,223.96,27.224166666666665
7,2016,5,30.1,29.66,28.02,182.0,28.22,23.61,33.84,69.26,4.97,2.59,100398.72,237.98,27.14916666666667
7,2016,6,30.84,30.36,28.22,126.0,29.58,25.58,33.89,76.87,4.81,2.49,100238.24,199.86,27.166666666666668
7,2016,7,30.52,30.09,28.04,359.0,28.87,25.54,32.59,81.0,3.01,3.25,100126.3,198.36,27.189166666666665
7,2016,8,30.51,30.15,28.38,101.0,29.65,25.91,33.62,80.68,5.6,3.2,100075.88,147.12,27.19583333333333
7,2016,9,30.1,29.61,27.72,141.0,28.91,25.35,33.24,83.47,4.46,1.94,100411.0,182.96,27.160833333333333
7,2016,10,28.34,28.01,26.43,124.0,28.01,24.27,33.22,82.84,6.53,1.72,100695.89,164.21,27.145833333333332
7,2016,11,23.35,23.66,22.82,4.0,23.49,18.64,30.07,84.7,7.15,1.52,101135.98,172.08,27.05333333333333
7,2016,12,20.57,20.96,20.35,0.0,19.69,14.82,27.39,84.74,5.81,1.77,101319.06,168.66,27.049999999999997
7,2017,1,22.08,21.94,20.5,0.0,17.7,11.95,25.78,83.58,6.28,2.2,101445.14,161.22,27.1875
7,2017,2,24.19,23.99,22.58,1.0,21.39,15.4,29.14,80.64,7.01,2.13,101318.79,185.7,27.121666666666666
7,2017,3,28.11,27.45,25.7,61.0,24.16,18.77,30.14,78.0,5.68,2.2,100954.76,217.24,27.179166666666664
7,2017,4,29.94,28.96,27.37,256.0,27.39,22.64,32.92,76.73,5.73,2.95,100627.0,207.64,27.070000000000004
7,2017,5,30.58,29.7,28.58,242.0,29.26,24.77,34.48,81.71,6.83,2.17,100444.47,211.95,27.073333333333334
7,2017,6,30.84,30.4,28.85,272.0,29.1,25.83,33.36,86.07,4.62,2.82,100038.66,208.22,27.076666666666664
7,2017,7,30.23,29.9,28.55,459.25,28.79,26.2,32.5,84.97,3.36,3.1,100051.25,169.14,27.060833333333335
7,2017,8,30.79,29.78,28.76,459.25,29.44,26.72,33.25,85.23,3.31,2.51,100198.37,146.39,27.03
7,2017,9,29.55,29.18,28.11,290.0,29.35,26.46,33.73,85.07,3.63,1.97,100483.51,160.85,26.99416666666667
7,2017,10,28.3,28.38,27.35,376.0,27.65,24.24,32.47,85.35,5.34,2.06,100758.87,151.02,27.025000000000002
7,2017,11,24.79,25.15,24.39,17.0,23.14,18.35,30.02,84.93,7.42,1.82,101161.34,168.11,27.149166666666662
7,2017,12,20.88,21.45,21.17,46.0,19.76,15.31,26.43,84.42,5.97,1.76,101393.4,177.15,27.19
7,2018,1,18.89,19.03,18.39,0.0,15.27,10.03,22.88,79.35,6.46,1.94,101269.73,154.14,26.9475
7,2018,2,23.13,22.76,21.34,40.0,21.29,15.54,28.61,71.43,6.06,1.8,101269.43,177.45,26.845
7,2018,3,26.69,26.01,24.34,24.0,25.78,20.11,32.82,69.9,7.05,2.15,100904.79,208.61,26.724999999999998
7,2018,4,24.55,24.47,23.31,211.0,26.46,21.82,31.98,73.43,6.87,2.08,100773.71,245.2,26.35083333333333
7,2018,5,29.27,29.2,27.83,319.0,27.24,23.31,32.01,73.63,4.87,2.54,100523.54,220.26,26.309166666666666
7,2018,6,30.36,30.13,28.67,235.0,29.49,25.74,34.0,80.0,4.62,2.52,99957.68,178.63,26.286666666666665
