Region,Year,Month,SoilTemperature-10,SoilTemperature-30,SoilTemperature-50,Rainfall,Temperature,Min Temperature,Max Temperature,Humidity,Sunshine,Wind Speed,Surface Pressure,Solar Radiation,SoilTemp30_SMA
7,2018,7,30.35,30.32,28.9,319.0,29.3,26.53,33.1,83.06,3.71,3.34,99873.53,194.69,26.321666666666662
7,2018,8,30.58,30.42,28.99,184.0,29.69,26.91,33.32,79.97,4.47,2.91,99973.03,167.28,26.375
7,2018,9,30.36,30.24,28.84,202.0,29.32,25.98,33.5,80.3,5.13,2.37,100548.02,182.92,26.463333333333335
7,2018,10,28.18,28.33,27.17,77.0,26.65,22.95,31.55,82.19,6.09,1.71,101078.74,192.08,26.459166666666665
7,2018,11,24.59,25.04,24.27,5.0,23.19,18.12,30.0,82.07,8.13,1.54,101302.07,182.87,26.450000000000003
7,2018,12,20.87,21.51,20.92,23.0,18.65,13.45,25.69,79.52,7.01,2.03,101449.02,182.56,26.455
7,2019,1,19.48,19.78,18.68,0.0,17.86,11.59,26.28,86.06,7.23,2.1,101567.26,155.84,26.5175
7,2019,2,21.76,21.64,20.02,30.0,20.45,14.49,28.14,75.29,6.75,2.12,101380.89,187.95,26.424166666666668
7,2019,3,26.18,25.44,23.44,36.0,24.5,18.87,30.95,72.71,7.52,2.0,101071.59,202.75,26.37666666666667
7,2019,4,29.73,28.7,26.49,198.0,27.39,22.26,33.14,65.83,7.32,2.21,100770.42,233.42,26.729166666666668
7,2019,5,30.73,29.99,27.94,295.0,29.6,24.43,34.83,78.77,7.17,3.16,100373.42,220.63,26.795
7,2019,6,31.61,30.9,28.8,327.0,29.61,25.27,34.1,81.33,3.01,2.71,100087.72,214.36,26.859166666666667
7,2019,7,31.1,30.4,28.45,459.25,29.34,25.74,33.45,83.39,3.01,3.34,99998.59,188.44,26.86583333333333
7,2019,8,31.7,30.97,28.94,159.0,30.15,26.6,34.19,82.87,3.01,2.78,100057.21,168.74,26.911666666666665
7,2019,9,29.98,29.66,28.01,148.0,29.01,25.87,33.18,84.3,3.01,2.44,100624.73,185.24,26.863333333333333
7,2019,10,27.39,27.31,25.85,151.0,26.87,23.18,31.86,82.87,3.01,1.61,101030.6,161.61,26.778333333333336
7,2019,11,23.35,23.54,22.55,20.0,23.97,19.27,30.0,79.6,3.01,1.54,101193.41,164.22,26.653333333333332
7,2019,12,19.28,19.96,19.08,6.0,18.02,13.3,24.22,81.29,3.01,1.88,101555.77,160.02,26.524166666666662
7,2020,1,18.39,18.74,17.64,28.0,17.32,11.75,22.95,76.19,3.92,1.82,101501.98,158.12,26.4375
7,2020,2,21.52,21.28,19.6,1.0,19.91,13.41,26.41,77.54,6.41,1.91,101480.27,160.91,26.4075
7,2020,3,25.97,25.22,23.12,27.0,24.78,18.21,31.35,69.23,7.78,2.0,101091.58,204.23,26.389166666666664
7,2020,4,27.95,27.42,25.4,222.0,27.29,21.35,33.23,63.33,6.79,2.05,100882.26,239.71,26.2825
7,2020,5,30.07,29.3,27.28,399.0,28.01,23.08,32.95,67.84,5.41,2.57,100502.95,227.57,26.224999999999998
7,2020,6,30.77,30.23,28.24,287.0,29.46,25.37,33.54,78.07,4.46,2.91,100203.34,192.51,26.16916666666667
7,2020,7,30.49,30.06,28.27,459.0,29.47,25.8,33.15,83.42,3.39,2.96,100196.04,167.31,26.14083333333333
7,2020,8,30.89,30.41,29.08,136.0,29.97,26.04,33.91,83.61,4.96,3.19,100043.28,157.69,26.094166666666666
7,2020,9,30.31,29.93,28.21,215.0,29.47,25.26,33.67,80.5,3.69,2.29,100402.95,174.07,26.116666666666664
7,2020,10,28.9,28.81,27.38,166.0,28.76,24.45,33.08,81.13,5.81,1.56,100628.7,164.0,26.24166666666667
7,2020,11,24.42,24.79,23.74,0.0,24.25,17.95,30.55,77.03,7.18,1.74,101331.63,168.4,26.34583333333333
7,2020,12,20.48,21.05,20.1,0.0,18.87,12.68,25.06,79.06,5.44,1.72,101402.11,184.62,26.436666666666664
7,2021,1,19.74,20.12,18.89,0.0,18.46,12.18,24.74,81.1,5.13,1.9,101341.91,165.74,26.551666666666666
7,2021,2,23.15,22.58,20.84,0.0,21.31,13.98,28.65,79.0,7.03,2.05,101269.45,179.11,26.659999999999997
7,2021,3,27.01,26.34,24.33,8.0,27.4,20.91,33.89,66.19,6.38,1.96,100916.64,221.12,26.753333333333334
7,2021,4,29.63,28.87,27.06,61.0,29.47,23.41,35.52,72.17,7.27,2.17,100753.19,253.16,26.874166666666667
7,2021,5,30.48,29.79,27.83,200.0,29.44,24.18,34.71,78.42,7.01,2.23,100478.21,253.16,26.915000000000003
7,2021,6,29.96,29.35,27.74,459.25,28.92,25.07,32.77,78.7,4.43,3.19,100133.06,208.52,26.841666666666665
7,2021,7,30.98,30.19,28.27,171.0,29.23,25.62,32.84,77.77,3.06,2.93,100048.4,149.6,26.852499999999996
7,2021,8,30.75,30.21,28.31,459.25,29.23,25.43,33.03,79.87,3.01,2.53,100285.28,166.82,26.835833333333337
7,2021,9,31.17,30.68,28.82,115.0,29.48,25.41,33.56,81.43,5.02,2.04,100503.33,160.25,26.89833333333333
7,2021,10,28.86,28.72,27.44,221.0,28.42,23.61,33.23,79.66,5.82,1.82,100767.82,181.31,26.890833333333333
7,2021,11,24.32,24.67,23.68,11.0,23.17,16.68,29.67,77.6,6.91,1.66,101173.71,170.17,26.88083333333333
7,2021,12,20.81,21.31,20.52,38.0,20.38,14.47,26.29,79.16,5.47,1.83,101532.1,177.52,26.902500000000003
7,2022,1,20.07,20.54,19.41,16.0,18.38,12.93,23.84,77.39,5.06,1.91,101412.79,150.09,26.9375
7,2022,2,22.5,22.11,20.38,42.0,19.88,13.83,25.92,78.25,6.95,2.06,101271.75,160.54,26.89833333333333
7,2022,3,27.59,26.7,24.56,0.0,27.0,20.57,33.43,76.87,7.65,2.44,100825.01,195.93,26.92833333333333
7,2022,4,30.1,29.31,27.17,101.0,29.6,25.0,34.2,77.03,4.31,3.13,100602.19,252.13,26.965
7,2022,5,29.86,29.48,27.54,313.0,28.9,24.68,33.12,78.55,4.58,2.58,100286.95,218.59,26.939166666666665
7,2022,6,30.45,30.02,28.05,235.0,29.73,26.0,33.47,76.73,3.01,3.34,100167.14,203.23,26.995
7,2022,7,32.03,31.6,29.75,105.0,30.81,27.15,34.47,77.65,5.82,2.74,100209.1,170.59,27.1125
7,2022,8,31.46,31.1,29.23,208.0,30.31,26.57,34.04,78.0,5.54,2.87,100213.52,201.67,27.186666666666664
7,2022,9,30.54,30.39,28.6,309.0,29.55,26.05,33.05,76.63,3.4,2.04,100513.85,191.49,27.162500000000005
7,2022,10,28.42,28.6,27.11,306.0,28.2,23.99,32.41,77.52,6.66,1.96,100949.97,166.55,27.1525
7,2022,11,25.09,25.5,24.31,0.0,24.52,18.48,30.56,78.2,8.3525,1.82,101196.48,175.9,27.221666666666664
7,2022,12,21.63,21.92,20.77,9.0,20.72,14.92,26.51,76.71,6.46,1.78,101287.57,185.67,27.272499999999997
